connectionId,positive_similarity_results,negative_similarity_results
179076,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9493144741573403], 'mean_sim': np.float64(0.9493144741573403)}, 'goed': {'n_occurrences': 4, 'pairwise_sims': [0.9063552950806679, 0.9634510415825125, 0.8845021061258568, 0.9184565195002737, 0.8883371122686424, 0.8903643752148303], 'mean_sim': np.float64(0.9085777416287973)}, 'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.904117875312367, 0.9029841333644405, 0.8900641473207754], 'mean_sim': np.float64(0.8990553853325277)}}",{}
179076,{},"{'moe': {'n_occurrences': 3, 'pairwise_sims': [0.9509724344423823, 0.9382752473529417, 0.9212983423177392], 'mean_sim': np.float64(0.9368486747043544)}, 'honger': {'n_occurrences': 2, 'pairwise_sims': [0.9481333062688265], 'mean_sim': np.float64(0.9481333062688265)}}"
179076,"{'rustig': {'n_occurrences': 3, 'pairwise_sims': [0.9598098348764924, 0.8906893329683234, 0.919649961442447], 'mean_sim': np.float64(0.9233830430957544)}}",{}
179076,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9317816303775781], 'mean_sim': np.float64(0.9317816303775781)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9532889918842579], 'mean_sim': np.float64(0.9532889918842579)}}",{}
179076,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.887829001620452, 0.8733281598855483, 0.8786375679758172], 'mean_sim': np.float64(0.8799315764939392)}}",{}
179076,{},{}
179076,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.8928370157445049], 'mean_sim': np.float64(0.8928370157445049)}, 'goed': {'n_occurrences': 5, 'pairwise_sims': [0.8963396669258341, 0.9096561660009314, 0.8539972087247102, 0.8693583926617104, 0.8785585675855533, 0.8280229373251975, 0.8244578008737975, 0.8990475413744112, 0.8704820733815568, 0.8141612656319224], 'mean_sim': np.float64(0.8644081620485625)}, 'energie': {'n_occurrences': 2, 'pairwise_sims': [0.9174616830129121], 'mean_sim': np.float64(0.9174616830129121)}, 'top': {'n_occurrences': 2, 'pairwise_sims': [0.9015357627644092], 'mean_sim': np.float64(0.9015357627644092)}}",{}
179076,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9176838438804568], 'mean_sim': np.float64(0.9176838438804568)}, 'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8621215850750947, 0.9025162371657631, 0.8583986847327243], 'mean_sim': np.float64(0.8743455023245273)}, 'top': {'n_occurrences': 2, 'pairwise_sims': [0.8775366098838595], 'mean_sim': np.float64(0.8775366098838595)}}",{}
179076,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.8568648709380966, 0.8805645528602873, 0.8804762400027417, 0.8412394317243163, 0.8518223035864356, 0.8678388744521839], 'mean_sim': np.float64(0.8631343789273437)}, 'goesting': {'n_occurrences': 2, 'pairwise_sims': [0.9674178507628499], 'mean_sim': np.float64(0.9674178507628499)}}","{'moe': {'n_occurrences': 2, 'pairwise_sims': [0.9359224975209384], 'mean_sim': np.float64(0.9359224975209384)}}"
179076,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9362033051895857], 'mean_sim': np.float64(0.9362033051895857)}, 'goesting': {'n_occurrences': 2, 'pairwise_sims': [0.982866046220417], 'mean_sim': np.float64(0.982866046220417)}}",{}
179076,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.8812093467941529, 0.9010177655364926, 0.894382023693369, 0.9211359482606066, 0.8466364189921413, 0.9088779533169473], 'mean_sim': np.float64(0.892209909432285)}, 'oké': {'n_occurrences': 2, 'pairwise_sims': [0.9415603884874527], 'mean_sim': np.float64(0.9415603884874527)}}",{}
179076,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9442915247244528], 'mean_sim': np.float64(0.9442915247244528)}, 'gezellig': {'n_occurrences': 2, 'pairwise_sims': [0.9740661325547622], 'mean_sim': np.float64(0.9740661325547622)}, 'plezant': {'n_occurrences': 2, 'pairwise_sims': [0.962057685994691], 'mean_sim': np.float64(0.962057685994691)}, 'goed': {'n_occurrences': 5, 'pairwise_sims': [0.9872523190699379, 0.8607399768390427, 0.8444423487482667, 0.8153187054513465, 0.8666958553707993, 0.8457613211040347, 0.8191347353917169, 0.8294046167683391, 0.9400795756179077, 0.7584513818367943], 'mean_sim': np.float64(0.8567280836198187)}, 'gelukkig': {'n_occurrences': 2, 'pairwise_sims': [0.9276026890890241], 'mean_sim': np.float64(0.9276026890890241)}, 'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9185411111194307], 'mean_sim': np.float64(0.9185411111194307)}}","{'belachelijk': {'n_occurrences': 2, 'pairwise_sims': [0.8426784526083388], 'mean_sim': np.float64(0.8426784526083388)}}"
179076,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8762173457722352], 'mean_sim': np.float64(0.8762173457722352)}}",{}
179076,"{'prima': {'n_occurrences': 2, 'pairwise_sims': [0.9507883119129545], 'mean_sim': np.float64(0.9507883119129545)}, 'leuk': {'n_occurrences': 5, 'pairwise_sims': [0.9720517417234407, 0.959018917994042, 0.9545660780480016, 0.9331700144419997, 0.9918842174887594, 0.9836497317206614, 0.9541308915439874, 0.9935331657456858, 0.9552509823234915, 0.9671386868542214], 'mean_sim': np.float64(0.9664394427884291)}}",{}
179076,"{'rustig': {'n_occurrences': 4, 'pairwise_sims': [0.9132278977997409, 0.880642837071729, 0.8870879284299226, 0.9329833851669876, 0.9282593632473224, 0.9472957949389117], 'mean_sim': np.float64(0.9149162011091024)}, 'bon': {'n_occurrences': 2, 'pairwise_sims': [0.9288753443080073], 'mean_sim': np.float64(0.9288753443080073)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9172718801353504], 'mean_sim': np.float64(0.9172718801353504)}}",{}
179076,"{'plezant': {'n_occurrences': 3, 'pairwise_sims': [0.9519397181925596, 0.9403968669687037, 0.9613550865476621], 'mean_sim': np.float64(0.9512305572363084)}, 'top': {'n_occurrences': 7, 'pairwise_sims': [0.9560598614619542, 0.9533347689890306, 0.9491736372179068, 0.9457968549626582, 0.9263437985687195, 0.8629746331094575, 0.9926927578099234, 0.9805922888116569, 0.9746233806701434, 0.937332937410567, 0.8047524823627945, 0.9938901764032911, 0.9831258998144349, 0.9446182653297513, 0.8210343098071954, 0.992105884110286, 0.950316738621191, 0.8391519485224507, 0.9607422424695532, 0.8445255293758382, 0.8647355691515027], 'mean_sim': np.float64(0.9275201888085862)}, 'zalig': {'n_occurrences': 3, 'pairwise_sims': [0.9148268068460766, 0.9059517246901043, 0.899233179929445], 'mean_sim': np.float64(0.9066705704885419)}, 'heerlijk': {'n_occurrences': 2, 'pairwise_sims': [0.9731929768001728], 'mean_sim': np.float64(0.9731929768001728)}}",{}
179076,"{'energie': {'n_occurrences': 2, 'pairwise_sims': [0.9389042322795245], 'mean_sim': np.float64(0.9389042322795245)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9879925188284956], 'mean_sim': np.float64(0.9879925188284956)}, 'chillen': {'n_occurrences': 2, 'pairwise_sims': [0.9739265282686381], 'mean_sim': np.float64(0.9739265282686381)}}",{}
179076,"{'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.9109329488633097, 0.9097024073627601, 0.8469308313868922], 'mean_sim': np.float64(0.8891887292043207)}, 'energie': {'n_occurrences': 2, 'pairwise_sims': [0.925821674734765], 'mean_sim': np.float64(0.925821674734765)}}",{}
179076,"{'rustig': {'n_occurrences': 3, 'pairwise_sims': [0.9247435027104219, 0.9057021785575273, 0.9536456360593561], 'mean_sim': np.float64(0.9280304391091018)}, 'ça_va': {'n_occurrences': 2, 'pairwise_sims': [0.9702435998129971], 'mean_sim': np.float64(0.9702435998129971)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9176282381478907], 'mean_sim': np.float64(0.9176282381478907)}}",{}
179076,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8731951835364715, 0.8355305867971976, 0.9385784359017236], 'mean_sim': np.float64(0.8824347354117976)}}","{'vermoeiend': {'n_occurrences': 3, 'pairwise_sims': [0.9198482581093438, 0.9280043356425728, 0.9567796571790365], 'mean_sim': np.float64(0.9348774169769843)}}"
179076,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8759545864276745, 0.8809580082234957, 0.8629268671771566], 'mean_sim': np.float64(0.8732798206094423)}}",{}
179076,"{'rustig': {'n_occurrences': 3, 'pairwise_sims': [0.9260976573433012, 0.9152836977564999, 0.9322602563976554], 'mean_sim': np.float64(0.9245472038324856)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8948455760369054], 'mean_sim': np.float64(0.8948455760369054)}}",{}
179076,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9322377179152148], 'mean_sim': np.float64(0.9322377179152148)}, 'gezellig': {'n_occurrences': 3, 'pairwise_sims': [0.9401372068856102, 0.903706372590779, 0.9331686078728079], 'mean_sim': np.float64(0.925670729116399)}}",{}
179076,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.88425702465959], 'mean_sim': np.float64(0.88425702465959)}}","{'lastig': {'n_occurrences': 2, 'pairwise_sims': [0.9691042614845079], 'mean_sim': np.float64(0.9691042614845079)}, 'vermoeiend': {'n_occurrences': 2, 'pairwise_sims': [0.9276380060873988], 'mean_sim': np.float64(0.9276380060873988)}}"
179076,"{'oké': {'n_occurrences': 2, 'pairwise_sims': [0.9044825588658454], 'mean_sim': np.float64(0.9044825588658454)}}","{'moe': {'n_occurrences': 2, 'pairwise_sims': [0.9356393389747963], 'mean_sim': np.float64(0.9356393389747963)}}"
179076,"{'goed': {'n_occurrences': 8, 'pairwise_sims': [0.8991404067543197, 0.9283813868017362, 0.870182306637552, 0.8313339903330459, 0.8858984902242272, 0.8966093386457137, 0.8914158310239849, 0.9334329311244592, 0.8970661121697334, 0.839888307647388, 0.8974937610984652, 0.9064776024891582, 0.8933113133657644, 0.8992055856583466, 0.8552510444460791, 0.8981009354125928, 0.908896027710645, 0.909712822476036, 0.8813989617393163, 0.9065243884643609, 0.8999867026127197, 0.8723861018007949, 0.8575674930585158, 0.8536876094283805, 0.8433171982193186, 0.9002712006554723, 0.9180615056899514, 0.9077618663386442], 'mean_sim': np.float64(0.8886700436438115)}, 'bon': {'n_occurrences': 2, 'pairwise_sims': [0.9106837633840099], 'mean_sim': np.float64(0.9106837633840099)}}","{'moe': {'n_occurrences': 3, 'pairwise_sims': [0.9559340113862379, 0.8878252140490882, 0.8739985560980991], 'mean_sim': np.float64(0.9059192605111418)}}"
179076,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.8867015983086588], 'mean_sim': np.float64(0.8867015983086588)}}",{}
179076,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9066597448185318], 'mean_sim': np.float64(0.9066597448185318)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9339665339087336], 'mean_sim': np.float64(0.9339665339087336)}}",{}
179076,{},{}
179076,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.945925657359956], 'mean_sim': np.float64(0.945925657359956)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8531990293128608], 'mean_sim': np.float64(0.8531990293128608)}}",{}
179076,"{'genieten': {'n_occurrences': 2, 'pairwise_sims': [0.9632210251058165], 'mean_sim': np.float64(0.9632210251058165)}}",{}
179076,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8981938792067299], 'mean_sim': np.float64(0.8981938792067299)}}",{}
179076,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9177643720006398], 'mean_sim': np.float64(0.9177643720006398)}}",{}
179076,"{'rustig': {'n_occurrences': 5, 'pairwise_sims': [0.8990896314398498, 0.8968433527459788, 0.9430284432359302, 0.8666001144174625, 0.9467098614469368, 0.9232109337179096, 0.8804866473045453, 0.9070408082838891, 0.9330029175129849, 0.8731558091768524], 'mean_sim': np.float64(0.9069168519282339)}, 'gemak': {'n_occurrences': 2, 'pairwise_sims': [0.9320753044585269], 'mean_sim': np.float64(0.9320753044585269)}}",{}
179076,{},{}
179076,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8355191882007288, 0.8764881549531038, 0.8841517549280961], 'mean_sim': np.float64(0.8653863660273097)}, 'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9500529583243759], 'mean_sim': np.float64(0.9500529583243759)}}","{'lastig': {'n_occurrences': 3, 'pairwise_sims': [0.9412561434523926, 0.9651580839415894, 0.9427365707295858], 'mean_sim': np.float64(0.949716932707856)}, 'raken': {'n_occurrences': 2, 'pairwise_sims': [0.8805449316456215], 'mean_sim': np.float64(0.8805449316456215)}}"
179076,"{'rustig': {'n_occurrences': 3, 'pairwise_sims': [0.9355221522763921, 0.8352444429811353, 0.8526105056011748], 'mean_sim': np.float64(0.8744590336195674)}, 'goed': {'n_occurrences': 4, 'pairwise_sims': [0.8672824679237776, 0.8753937673848979, 0.8494853556004826, 0.9058995495901876, 0.929447258817607, 0.9157047410416302], 'mean_sim': np.float64(0.8905355233930972)}, 'goesting': {'n_occurrences': 2, 'pairwise_sims': [0.9532586506781711], 'mean_sim': np.float64(0.9532586506781711)}}",{}
179076,{},{}
179076,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.903514430180004, 0.9550570449100975, 0.942850951565645, 0.9278800216689862, 0.908265354218431, 0.9433073264882361], 'mean_sim': np.float64(0.9301458548385666)}}",{}
179076,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.8789841758628691], 'mean_sim': np.float64(0.8789841758628691)}, 'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8376643195206916, 0.8119896957852498, 0.9373711782088788], 'mean_sim': np.float64(0.8623417311716067)}}","{'breken': {'n_occurrences': 2, 'pairwise_sims': [0.9456876780026772], 'mean_sim': np.float64(0.9456876780026772)}}"
179076,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8936935664750021, 0.8576500818298911, 0.8863726818019194], 'mean_sim': np.float64(0.8792387767022709)}}",{}
179076,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9452354161644013], 'mean_sim': np.float64(0.9452354161644013)}}",{}
179076,{},{}
179076,{},{}
179076,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.9520827222208816, 0.9243156479231351, 0.8492163367428324, 0.9021865038258795, 0.8062508863014878, 0.8635696103794821], 'mean_sim': np.float64(0.8829369512322831)}}",{}
179076,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8494719200259698, 0.8422133110042007, 0.7656444774543032], 'mean_sim': np.float64(0.819109902828158)}, 'rust': {'n_occurrences': 2, 'pairwise_sims': [0.877533094678717], 'mean_sim': np.float64(0.877533094678717)}}","{'schrik': {'n_occurrences': 3, 'pairwise_sims': [0.9672040140306547, 0.8878949517873147, 0.8670071417274641], 'mean_sim': np.float64(0.9073687025151446)}}"
179076,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.8973368218928204, 0.8541697728601688, 0.8318210981976432, 0.9779061252318995, 0.9216631974587772, 0.9503305332281524], 'mean_sim': np.float64(0.9055379248115769)}}","{'vermoeiend': {'n_occurrences': 2, 'pairwise_sims': [0.9712145283241813], 'mean_sim': np.float64(0.9712145283241813)}}"
179076,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8099894102933134], 'mean_sim': np.float64(0.8099894102933134)}, 'overtuigen': {'n_occurrences': 2, 'pairwise_sims': [0.819855169681765], 'mean_sim': np.float64(0.819855169681765)}}",{}
179076,"{'rust': {'n_occurrences': 2, 'pairwise_sims': [0.9498385212872321], 'mean_sim': np.float64(0.9498385212872321)}}",{}
179076,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.8909337327633555], 'mean_sim': np.float64(0.8909337327633555)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8630471436566498], 'mean_sim': np.float64(0.8630471436566498)}}",{}
179076,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9216630981652653], 'mean_sim': np.float64(0.9216630981652653)}}","{'moe': {'n_occurrences': 2, 'pairwise_sims': [0.9730658529655334], 'mean_sim': np.float64(0.9730658529655334)}}"
179076,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8642572377891465], 'mean_sim': np.float64(0.8642572377891465)}}","{'slecht': {'n_occurrences': 2, 'pairwise_sims': [0.9112141114896396], 'mean_sim': np.float64(0.9112141114896396)}}"
179076,"{'warm': {'n_occurrences': 2, 'pairwise_sims': [0.9653920229994144], 'mean_sim': np.float64(0.9653920229994144)}, 'bon': {'n_occurrences': 2, 'pairwise_sims': [0.8571476441637154], 'mean_sim': np.float64(0.8571476441637154)}, 'oké': {'n_occurrences': 2, 'pairwise_sims': [0.869367516483522], 'mean_sim': np.float64(0.869367516483522)}, 'goed': {'n_occurrences': 5, 'pairwise_sims': [0.946240857057721, 0.8198055375074574, 0.934719321364397, 0.9087690459267304, 0.8193938703379433, 0.9113343064630322, 0.8799529155927976, 0.8012786903530356, 0.7961285950173623, 0.8901556766045371], 'mean_sim': np.float64(0.8707778816225014)}}",{}
179076,"{'rustig': {'n_occurrences': 3, 'pairwise_sims': [0.8974904412269313, 0.9408374081068605, 0.8930118340141333], 'mean_sim': np.float64(0.910446561115975)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8973752339972287], 'mean_sim': np.float64(0.8973752339972287)}}",{}
179076,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9282003396538674], 'mean_sim': np.float64(0.9282003396538674)}}",{}
179076,"{'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.9823580397188225, 0.9210934378772484, 0.9236048670940543], 'mean_sim': np.float64(0.9423521148967083)}}",{}
179076,{},{}
179076,"{'energie': {'n_occurrences': 2, 'pairwise_sims': [0.9832773931771768], 'mean_sim': np.float64(0.9832773931771768)}, 'positief': {'n_occurrences': 2, 'pairwise_sims': [0.9211366942189241], 'mean_sim': np.float64(0.9211366942189241)}}",{}
179076,"{'tam': {'n_occurrences': 2, 'pairwise_sims': [0.8980831531492055], 'mean_sim': np.float64(0.8980831531492055)}}",{}
179076,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8858052343836265], 'mean_sim': np.float64(0.8858052343836265)}, 'oké': {'n_occurrences': 2, 'pairwise_sims': [0.8980767124229287], 'mean_sim': np.float64(0.8980767124229287)}, 'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9730579584639303], 'mean_sim': np.float64(0.9730579584639303)}}",{}
179076,"{'rustig': {'n_occurrences': 4, 'pairwise_sims': [0.9213648869239431, 0.8896169473344807, 0.9158591305855494, 0.9486603408955453, 0.9125772603338975, 0.9035457252010354], 'mean_sim': np.float64(0.9152707152124085)}, 'gezellig': {'n_occurrences': 3, 'pairwise_sims': [0.9023176223916896, 0.9081157164787079, 0.8969621166519572], 'mean_sim': np.float64(0.902465151840785)}}",{}
179076,"{'rustig': {'n_occurrences': 3, 'pairwise_sims': [0.9305007368355256, 0.9081124467040469, 0.8976079058266351], 'mean_sim': np.float64(0.9120736964554025)}}",{}
179076,"{'rustig': {'n_occurrences': 5, 'pairwise_sims': [0.9307061236736274, 0.8958967024093878, 0.8613255988467075, 0.867222414551045, 0.9015637572541307, 0.836108455927404, 0.859829659948264, 0.8384124457689472, 0.8449209538041322, 0.9072900245377273], 'mean_sim': np.float64(0.8743276136721374)}, 'ça_va': {'n_occurrences': 2, 'pairwise_sims': [0.9652057910913954], 'mean_sim': np.float64(0.9652057910913954)}}",{}
179076,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8729797642693689], 'mean_sim': np.float64(0.8729797642693689)}, 'rust': {'n_occurrences': 2, 'pairwise_sims': [0.8947422764730177], 'mean_sim': np.float64(0.8947422764730177)}, 'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9481480462392792], 'mean_sim': np.float64(0.9481480462392792)}}","{'stress': {'n_occurrences': 2, 'pairwise_sims': [0.9644161860518099], 'mean_sim': np.float64(0.9644161860518099)}}"
179076,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8129780269807869], 'mean_sim': np.float64(0.8129780269807869)}}",{}
179076,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8690477326876701], 'mean_sim': np.float64(0.8690477326876701)}}",{}
